from_date,title,count
1995-11-06,Senior Staff,23
1995-11-06,Staff,19
1995-11-06,Technique Leader,3
1995-11-07,Assistant Engineer,2
1995-11-07,Engineer,12
1995-11-07,Senior Engineer,29
1995-11-07,Senior Staff,20
1995-11-07,Staff,12
1995-11-07,Technique Leader,3
1995-11-08,Assistant Engineer,5
1995-11-08,Engineer,12
1995-11-08,Senior Engineer,25
1995-11-08,Senior Staff,34
1995-11-08,Staff,11
1995-11-08,Technique Leader,1
1995-11-09,Assistant Engineer,2
1995-11-09,Engineer,13
1995-11-09,Senior Engineer,24
1995-11-09,Senior Staff,25
1995-11-09,Staff,16
1995-11-09,Technique Leader,2
1995-11-10,Assistant Engineer,1
1995-11-10,Engineer,15
1995-11-10,Senior Engineer,22
1995-11-10,Senior Staff,29
1995-11-10,Staff,13
1995-11-10,Technique Leader,2
1995-11-11,Assistant Engineer,1
1995-11-11,Engineer,12
1995-11-11,Senior Engineer,22
1995-11-11,Senior Staff,34
1995-11-11,Staff,10
1995-11-11,Technique Leader,3
1995-11-12,Assistant Engineer,1
1995-11-12,Engineer,20
1995-11-12,Senior Engineer,26
1995-11-12,Senior Staff,27
1995-11-12,Staff,17
1995-11-12,Technique Leader,7
1995-11-13,Assistant Engineer,3
1995-11-13,Engineer,6
1995-11-13,Senior Engineer,21
1995-11-13,Senior Staff,26
1995-11-13,Staff,15
1995-11-13,Technique Leader,4
1995-11-14,Assistant Engineer,4
1995-11-14,Engineer,7
1995-11-14,Senior Engineer,20
1995-11-14,Senior Staff,27
1995-11-14,Staff,6
1995-11-14,Technique Leader,3
1995-11-15,Assistant Engineer,3
1995-11-15,Engineer,9
1995-11-15,Senior Engineer,23
1995-11-15,Senior Staff,12
1995-11-15,Staff,17
1995-11-15,Technique Leader,2
1995-11-16,Assistant Engineer,2
1995-11-16,Engineer,18
1995-11-16,Senior Engineer,16
1995-11-16,Senior Staff,21
1995-11-16,Staff,11
1995-11-16,Technique Leader,3
1995-11-17,Assistant Engineer,1
1995-11-17,Engineer,15
1995-11-17,Senior Engineer,21
1995-11-17,Senior Staff,20
1995-11-17,Staff,10
1995-11-17,Technique Leader,5
1995-11-18,Assistant Engineer,4
1995-11-18,Engineer,14
1995-11-18,Senior Engineer,28
1995-11-18,Senior Staff,26
1995-11-18,Staff,7
1995-11-18,Technique Leader,2
1995-11-19,Assistant Engineer,1
1995-11-19,Engineer,20
1995-11-19,Senior Engineer,31
1995-11-19,Senior Staff,24
1995-11-19,Staff,16
1995-11-19,Technique Leader,2
1995-11-20,Assistant Engineer,3
1995-11-20,Engineer,10
1995-11-20,Senior Engineer,27
1995-11-20,Senior Staff,19
1995-11-20,Staff,17
1995-11-20,Technique Leader,3
1995-11-21,Assistant Engineer,1
1995-11-21,Engineer,15
1995-11-21,Senior Engineer,20
1995-11-21,Senior Staff,15
1995-11-21,Staff,12
1995-11-21,Technique Leader,3
1995-11-22,Assistant Engineer,1
1995-11-22,Engineer,15
1995-11-22,Senior Engineer,21
1995-11-22,Senior Staff,20
1995-11-22,Staff,12
1995-11-22,Technique Leader,2
1995-11-23,Assistant Engineer,3
1995-11-23,Engineer,19
1995-11-23,Senior Engineer,18
1995-11-23,Senior Staff,37
1995-11-23,Staff,14
1995-11-24,Assistant Engineer,1
1995-11-24,Engineer,17
1995-11-24,Senior Engineer,20
1995-11-24,Senior Staff,22
1995-11-24,Staff,17
1995-11-24,Technique Leader,5
1995-11-25,Assistant Engineer,3
1995-11-25,Engineer,12
1995-11-25,Senior Engineer,23
1995-11-25,Senior Staff,32
1995-11-25,Staff,13
1995-11-25,Technique Leader,2
1995-11-26,Assistant Engineer,2
1995-11-26,Engineer,17
1995-11-26,Senior Engineer,25
1995-11-26,Senior Staff,27
1995-11-26,Staff,8
1995-11-26,Technique Leader,4
1995-11-27,Engineer,16
1995-11-27,Senior Engineer,22
1995-11-27,Senior Staff,22
1995-11-27,Staff,11
1995-11-27,Technique Leader,2
1995-11-28,Engineer,10
1995-11-28,Senior Engineer,24
1995-11-28,Senior Staff,16
1995-11-28,Staff,18
1995-11-28,Technique Leader,2
1995-11-29,Assistant Engineer,5
1995-11-29,Engineer,20
1995-11-29,Senior Engineer,35
1995-11-29,Senior Staff,18
1995-11-29,Staff,11
1995-11-29,Technique Leader,3
1995-11-30,Assistant Engineer,2
1995-11-30,Engineer,15
1995-11-30,Senior Engineer,23
1995-11-30,Senior Staff,19
1995-11-30,Staff,9
1995-11-30,Technique Leader,3
1995-12-01,Assistant Engineer,1
1995-12-01,Engineer,17
1995-12-01,Senior Engineer,28
1995-12-01,Senior Staff,26
1995-12-01,Staff,14
1995-12-01,Technique Leader,1
1995-12-02,Assistant Engineer,1
1995-12-02,Engineer,21
1995-12-02,Senior Engineer,18
1995-12-02,Senior Staff,27
1995-12-02,Staff,18
1995-12-02,Technique Leader,1
1995-12-03,Assistant Engineer,2
1995-12-03,Engineer,11
1995-12-03,Senior Engineer,26
1995-12-03,Senior Staff,14
1995-12-03,Staff,16
1995-12-03,Technique Leader,4
1995-12-04,Assistant Engineer,3
1995-12-04,Engineer,15
1995-12-04,Senior Engineer,25
1995-12-04,Senior Staff,14
1995-12-04,Staff,12
1995-12-04,Technique Leader,4
1995-12-05,Assistant Engineer,3
1995-12-05,Engineer,13
1995-12-05,Senior Engineer,26
1995-12-05,Senior Staff,13
1995-12-05,Staff,13
1995-12-05,Technique Leader,2
1995-12-06,Engineer,13
1995-12-06,Senior Engineer,24
1995-12-06,Senior Staff,26
1995-12-06,Staff,13
1995-12-06,Technique Leader,2
1995-12-07,Assistant Engineer,1
1995-12-07,Engineer,14
1995-12-07,Senior Engineer,19
1995-12-07,Senior Staff,19
1995-12-07,Staff,13
1995-12-07,Technique Leader,3
1995-12-08,Assistant Engineer,2
1995-12-08,Engineer,15
1995-12-08,Senior Engineer,24
1995-12-08,Senior Staff,17
1995-12-08,Staff,12
1995-12-08,Technique Leader,8
1995-12-09,Assistant Engineer,3
1995-12-09,Engineer,13
1995-12-09,Senior Engineer,21
1995-12-09,Senior Staff,14
1995-12-09,Staff,7
1995-12-09,Technique Leader,2
1995-12-10,Engineer,19
1995-12-10,Senior Engineer,21
1995-12-10,Senior Staff,33
1995-12-10,Staff,13
1995-12-10,Technique Leader,4
1995-12-11,Assistant Engineer,1
1995-12-11,Engineer,19
1995-12-11,Senior Engineer,19
1995-12-11,Senior Staff,21
1995-12-11,Staff,21
1995-12-11,Technique Leader,2
1995-12-12,Assistant Engineer,1
1995-12-12,Engineer,12
1995-12-12,Senior Engineer,19
1995-12-12,Senior Staff,19
1995-12-12,Staff,7
1995-12-12,Technique Leader,1
1995-12-13,Assistant Engineer,1
1995-12-13,Engineer,13
1995-12-13,Senior Engineer,20
1995-12-13,Senior Staff,20
1995-12-13,Staff,12
1995-12-13,Technique Leader,3
1995-12-14,Assistant Engineer,4
1995-12-14,Engineer,15
1995-12-14,Senior Engineer,20
1995-12-14,Senior Staff,21
1995-12-14,Staff,13
1995-12-14,Technique Leader,2
1995-12-15,Assistant Engineer,1
1995-12-15,Engineer,19
1995-12-15,Senior Engineer,24
1995-12-15,Senior Staff,18
1995-12-15,Staff,26
1995-12-16,Engineer,10
1995-12-16,Senior Engineer,21
1995-12-16,Senior Staff,23
1995-12-16,Staff,16
1995-12-16,Technique Leader,1
1995-12-17,Assistant Engineer,2
1995-12-17,Engineer,11
1995-12-17,Senior Engineer,24
1995-12-17,Senior Staff,23
1995-12-17,Staff,14
1995-12-17,Technique Leader,1
1995-12-18,Assistant Engineer,2
1995-12-18,Engineer,15
1995-12-18,Senior Engineer,16
1995-12-18,Senior Staff,18
1995-12-18,Staff,10
1995-12-18,Technique Leader,4
1995-12-19,Engineer,17
1995-12-19,Senior Engineer,27
1995-12-19,Senior Staff,23
1995-12-19,Staff,12
1995-12-19,Technique Leader,4
1995-12-20,Assistant Engineer,2
1995-12-20,Engineer,19
1995-12-20,Senior Engineer,18
1995-12-20,Senior Staff,26
1995-12-20,Staff,16
1995-12-20,Technique Leader,2
1995-12-21,Assistant Engineer,3
1995-12-21,Engineer,7
1995-12-21,Senior Engineer,27
1995-12-21,Senior Staff,19
1995-12-21,Staff,7
1995-12-21,Technique Leader,8
1995-12-22,Engineer,14
1995-12-22,Senior Engineer,25
1995-12-22,Senior Staff,23
1995-12-22,Staff,8
1995-12-23,Assistant Engineer,3
1995-12-23,Engineer,15
1995-12-23,Senior Engineer,22
1995-12-23,Senior Staff,23
1995-12-23,Staff,15
1995-12-23,Technique Leader,2
1995-12-24,Assistant Engineer,2
1995-12-24,Engineer,16
1995-12-24,Senior Engineer,22
1995-12-24,Senior Staff,26
1995-12-24,Staff,16
1995-12-24,Technique Leader,8
1995-12-25,Assistant Engineer,2
1995-12-25,Engineer,19
1995-12-25,Senior Engineer,22
1995-12-25,Senior Staff,20
1995-12-25,Staff,16
1995-12-25,Technique Leader,1
1995-12-26,Assistant Engineer,2
1995-12-26,Engineer,8
1995-12-26,Senior Engineer,26
1995-12-26,Senior Staff,29
1995-12-26,Staff,17
1995-12-26,Technique Leader,3
1995-12-27,Assistant Engineer,2
1995-12-27,Engineer,15
1995-12-27,Senior Engineer,23
1995-12-27,Senior Staff,28
1995-12-27,Staff,8
1995-12-27,Technique Leader,5
1995-12-28,Assistant Engineer,1
1995-12-28,Engineer,16
1995-12-28,Senior Engineer,25
1995-12-28,Senior Staff,21
1995-12-28,Staff,12
1995-12-28,Technique Leader,1
1995-12-29,Assistant Engineer,1
1995-12-29,Engineer,10
1995-12-29,Senior Engineer,28
1995-12-29,Senior Staff,24
1995-12-29,Staff,15
1995-12-29,Technique Leader,2
1995-12-30,Assistant Engineer,2
1995-12-30,Engineer,14
1995-12-30,Senior Engineer,19
1995-12-30,Senior Staff,28
1995-12-30,Staff,12
1995-12-30,Technique Leader,5
1995-12-31,Assistant Engineer,1
1995-12-31,Engineer,19
1995-12-31,Senior Engineer,21
1995-12-31,Senior Staff,26
1995-12-31,Staff,17
1995-12-31,Technique Leader,1
1996-01-01,Assistant Engineer,1
1996-01-01,Engineer,16
1996-01-01,Senior Engineer,29
1996-01-01,Senior Staff,21
1996-01-01,Staff,15
1996-01-01,Technique Leader,7
1996-01-02,Assistant Engineer,2
1996-01-02,Engineer,22
1996-01-02,Senior Engineer,33
1996-01-02,Senior Staff,21
1996-01-02,Staff,11
1996-01-02,Technique Leader,3
1996-01-03,Assistant Engineer,2
1996-01-03,Engineer,15
1996-01-03,Manager,1
1996-01-03,Senior Engineer,31
1996-01-03,Senior Staff,14
1996-01-03,Staff,17
1996-01-03,Technique Leader,3
1996-01-04,Assistant Engineer,2
1996-01-04,Engineer,13
1996-01-04,Senior Engineer,25
1996-01-04,Senior Staff,27
1996-01-04,Staff,10
1996-01-04,Technique Leader,2
1996-01-05,Engineer,8
1996-01-05,Senior Engineer,20
1996-01-05,Senior Staff,19
1996-01-05,Staff,13
1996-01-05,Technique Leader,5
1996-01-06,Engineer,12
1996-01-06,Senior Engineer,18
1996-01-06,Senior Staff,24
1996-01-06,Staff,20
1996-01-06,Technique Leader,3
1996-01-07,Assistant Engineer,3
1996-01-07,Engineer,5
1996-01-07,Senior Engineer,25
1996-01-07,Senior Staff,20
1996-01-07,Staff,10
1996-01-07,Technique Leader,4
1996-01-08,Assistant Engineer,1
1996-01-08,Engineer,13
1996-01-08,Senior Engineer,23
1996-01-08,Senior Staff,20
1996-01-08,Staff,15
1996-01-08,Technique Leader,4
1996-01-09,Assistant Engineer,2
1996-01-09,Engineer,18
1996-01-09,Senior Engineer,25
1996-01-09,Senior Staff,26
1996-01-09,Staff,16
1996-01-09,Technique Leader,1
1996-01-10,Assistant Engineer,3
1996-01-10,Engineer,9
1996-01-10,Senior Engineer,22
1996-01-10,Senior Staff,16
1996-01-10,Staff,12
1996-01-10,Technique Leader,2
1996-01-11,Assistant Engineer,2
1996-01-11,Engineer,14
1996-01-11,Senior Engineer,24
1996-01-11,Senior Staff,34
1996-01-11,Staff,11
1996-01-12,Engineer,15
1996-01-12,Senior Engineer,15
1996-01-12,Senior Staff,29
1996-01-12,Staff,13
1996-01-12,Technique Leader,2
1996-01-13,Assistant Engineer,3
1996-01-13,Engineer,8
1996-01-13,Senior Engineer,26
1996-01-13,Senior Staff,26
1996-01-13,Staff,12
1996-01-13,Technique Leader,2
1996-01-14,Assistant Engineer,2
1996-01-14,Engineer,13
1996-01-14,Senior Engineer,17
1996-01-14,Senior Staff,24
1996-01-14,Staff,17
1996-01-14,Technique Leader,2
1996-01-15,Assistant Engineer,3
1996-01-15,Engineer,12
1996-01-15,Senior Engineer,19
1996-01-15,Senior Staff,20
1996-01-15,Staff,9
1996-01-15,Technique Leader,4
1996-01-16,Assistant Engineer,2
1996-01-16,Engineer,18
1996-01-16,Senior Engineer,36
1996-01-16,Senior Staff,16
1996-01-16,Staff,11
1996-01-16,Technique Leader,5
1996-01-17,Assistant Engineer,2
1996-01-17,Engineer,15
1996-01-17,Senior Engineer,10
1996-01-17,Senior Staff,17
1996-01-17,Staff,13
1996-01-17,Technique Leader,2
1996-01-18,Assistant Engineer,3
1996-01-18,Engineer,12
1996-01-18,Senior Engineer,22
1996-01-18,Senior Staff,27
1996-01-18,Staff,17
1996-01-18,Technique Leader,4
1996-01-19,Assistant Engineer,1
1996-01-19,Engineer,19
1996-01-19,Senior Engineer,17
1996-01-19,Senior Staff,20
1996-01-19,Staff,15
1996-01-20,Assistant Engineer,4
1996-01-20,Engineer,16
1996-01-20,Senior Engineer,30
1996-01-20,Senior Staff,26
1996-01-20,Staff,8
1996-01-20,Technique Leader,2
1996-01-21,Assistant Engineer,4
1996-01-21,Engineer,18
1996-01-21,Senior Engineer,21
1996-01-21,Senior Staff,21
1996-01-21,Staff,10
1996-01-21,Technique Leader,1
1996-01-22,Assistant Engineer,1
1996-01-22,Engineer,13
1996-01-22,Senior Engineer,31
1996-01-22,Senior Staff,30
1996-01-22,Staff,18
1996-01-22,Technique Leader,4
1996-01-23,Assistant Engineer,2
1996-01-23,Engineer,18
1996-01-23,Senior Engineer,18
1996-01-23,Senior Staff,26
1996-01-23,Staff,18
1996-01-23,Technique Leader,4
1996-01-24,Assistant Engineer,2
1996-01-24,Engineer,19
1996-01-24,Senior Engineer,22
1996-01-24,Senior Staff,9
1996-01-24,Staff,12
1996-01-24,Technique Leader,2
1996-01-25,Assistant Engineer,3
1996-01-25,Engineer,10
1996-01-25,Senior Engineer,23
1996-01-25,Senior Staff,26
1996-01-25,Staff,8
1996-01-25,Technique Leader,4
1996-01-26,Assistant Engineer,4
1996-01-26,Engineer,15
1996-01-26,Senior Engineer,15
1996-01-26,Senior Staff,23
1996-01-26,Staff,10
1996-01-26,Technique Leader,5
1996-01-27,Assistant Engineer,3
1996-01-27,Engineer,18
1996-01-27,Senior Engineer,18
1996-01-27,Senior Staff,22
1996-01-27,Staff,21
1996-01-27,Technique Leader,1
1996-01-28,Assistant Engineer,3
1996-01-28,Engineer,13
1996-01-28,Senior Engineer,25
1996-01-28,Senior Staff,14
1996-01-28,Staff,15
1996-01-28,Technique Leader,2
1996-01-29,Assistant Engineer,3
1996-01-29,Engineer,13
1996-01-29,Senior Engineer,26
1996-01-29,Senior Staff,32
1996-01-29,Staff,14
1996-01-29,Technique Leader,1
1996-01-30,Assistant Engineer,1
1996-01-30,Engineer,12
1996-01-30,Senior Engineer,25
1996-01-30,Senior Staff,17
1996-01-30,Staff,8
1996-01-30,Technique Leader,4
1996-01-31,Engineer,19
1996-01-31,Senior Engineer,19
1996-01-31,Senior Staff,22
1996-01-31,Staff,14
1996-01-31,Technique Leader,6
1996-02-01,Engineer,9
1996-02-01,Senior Engineer,23
1996-02-01,Senior Staff,28
1996-02-01,Staff,11
1996-02-01,Technique Leader,5
1996-02-02,Assistant Engineer,2
1996-02-02,Engineer,18
1996-02-02,Senior Engineer,21
1996-02-02,Senior Staff,17
1996-02-02,Staff,16
1996-02-02,Technique Leader,2
1996-02-03,Engineer,14
1996-02-03,Senior Engineer,25
1996-02-03,Senior Staff,32
1996-02-03,Staff,9
1996-02-03,Technique Leader,2
1996-02-04,Assistant Engineer,3
1996-02-04,Engineer,13
1996-02-04,Senior Engineer,17
1996-02-04,Senior Staff,24
1996-02-04,Staff,16
1996-02-04,Technique Leader,2
1996-02-05,Assistant Engineer,3
1996-02-05,Engineer,8
1996-02-05,Senior Engineer,25
1996-02-05,Senior Staff,17
1996-02-05,Staff,14
1996-02-05,Technique Leader,2
1996-02-06,Assistant Engineer,2
1996-02-06,Engineer,25
1996-02-06,Senior Engineer,24
1996-02-06,Senior Staff,26
1996-02-06,Staff,18
1996-02-07,Engineer,15
1996-02-07,Senior Engineer,25
1996-02-07,Senior Staff,32
1996-02-07,Staff,14
1996-02-07,Technique Leader,4
1996-02-08,Assistant Engineer,4
1996-02-08,Engineer,13
1996-02-08,Senior Engineer,22
1996-02-08,Senior Staff,13
1996-02-08,Staff,14
1996-02-08,Technique Leader,3
1996-02-09,Assistant Engineer,1
1996-02-09,Engineer,13
1996-02-09,Senior Engineer,32
1996-02-09,Senior Staff,21
1996-02-09,Staff,14
1996-02-09,Technique Leader,2
1996-02-10,Assistant Engineer,1
1996-02-10,Engineer,15
1996-02-10,Senior Engineer,17
1996-02-10,Senior Staff,24
1996-02-10,Staff,15
1996-02-10,Technique Leader,4
1996-02-11,Assistant Engineer,4
1996-02-11,Engineer,13
1996-02-11,Senior Engineer,19
1996-02-11,Senior Staff,32
1996-02-11,Staff,10
1996-02-11,Technique Leader,1
1996-02-12,Assistant Engineer,1
1996-02-12,Engineer,13
1996-02-12,Senior Engineer,24
1996-02-12,Senior Staff,17
1996-02-12,Staff,16
1996-02-12,Technique Leader,3
1996-02-13,Assistant Engineer,2
1996-02-13,Engineer,14
1996-02-13,Senior Engineer,21
1996-02-13,Senior Staff,31
1996-02-13,Staff,12
1996-02-13,Technique Leader,2
1996-02-14,Assistant Engineer,3
1996-02-14,Engineer,21
1996-02-14,Senior Engineer,23
1996-02-14,Senior Staff,26
1996-02-14,Staff,11
1996-02-14,Technique Leader,1
1996-02-15,Assistant Engineer,1
1996-02-15,Engineer,12
1996-02-15,Senior Engineer,27
1996-02-15,Senior Staff,24
1996-02-15,Staff,16
1996-02-15,Technique Leader,3
1996-02-16,Assistant Engineer,2
1996-02-16,Engineer,17
1996-02-16,Senior Engineer,27
1996-02-16,Senior Staff,27
1996-02-16,Staff,11
1996-02-16,Technique Leader,4
1996-02-17,Assistant Engineer,2
1996-02-17,Engineer,15
1996-02-17,Senior Engineer,22
1996-02-17,Senior Staff,25
1996-02-17,Staff,18
1996-02-17,Technique Leader,3
1996-02-18,Assistant Engineer,3
1996-02-18,Engineer,12
1996-02-18,Senior Engineer,21
1996-02-18,Senior Staff,28
1996-02-18,Staff,11
1996-02-18,Technique Leader,2
1996-02-19,Engineer,16
1996-02-19,Senior Engineer,21
1996-02-19,Senior Staff,23
1996-02-19,Staff,11
1996-02-19,Technique Leader,1
1996-02-20,Assistant Engineer,2
1996-02-20,Engineer,15
1996-02-20,Senior Engineer,38
1996-02-20,Senior Staff,24
1996-02-20,Staff,15
1996-02-20,Technique Leader,2
1996-02-21,Assistant Engineer,4
1996-02-21,Engineer,14
1996-02-21,Senior Engineer,22
1996-02-21,Senior Staff,26
1996-02-21,Staff,12
1996-02-21,Technique Leader,2
1996-02-22,Assistant Engineer,2
1996-02-22,Engineer,13
1996-02-22,Senior Engineer,20
1996-02-22,Senior Staff,15
1996-02-22,Staff,14
1996-02-23,Assistant Engineer,2
1996-02-23,Engineer,20
1996-02-23,Senior Engineer,26
1996-02-23,Senior Staff,28
1996-02-23,Staff,14
1996-02-23,Technique Leader,6
1996-02-24,Assistant Engineer,3
1996-02-24,Engineer,10
1996-02-24,Senior Engineer,15
1996-02-24,Senior Staff,23
1996-02-24,Staff,12
1996-02-24,Technique Leader,2
1996-02-25,Assistant Engineer,3
1996-02-25,Engineer,16
1996-02-25,Senior Engineer,25
1996-02-25,Senior Staff,30
1996-02-25,Staff,14
1996-02-25,Technique Leader,5
1996-02-26,Assistant Engineer,1
1996-02-26,Engineer,18
1996-02-26,Senior Engineer,32
1996-02-26,Senior Staff,23
1996-02-26,Staff,10
1996-02-26,Technique Leader,4
1996-02-27,Assistant Engineer,3
1996-02-27,Engineer,19
1996-02-27,Senior Engineer,26
1996-02-27,Senior Staff,26
1996-02-27,Staff,9
1996-02-27,Technique Leader,2
1996-02-28,Engineer,17
1996-02-28,Senior Engineer,27
1996-02-28,Senior Staff,21
1996-02-28,Staff,18
1996-02-28,Technique Leader,3
1996-02-29,Assistant Engineer,2
1996-02-29,Engineer,20
1996-02-29,Senior Engineer,18
1996-02-29,Senior Staff,11
1996-02-29,Staff,14
1996-02-29,Technique Leader,4
1996-03-01,Assistant Engineer,3
1996-03-01,Engineer,17
1996-03-01,Senior Engineer,28
1996-03-01,Senior Staff,20
1996-03-01,Staff,11
1996-03-01,Technique Leader,3
1996-03-02,Assistant Engineer,3
1996-03-02,Engineer,11
1996-03-02,Senior Engineer,23
1996-03-02,Senior Staff,32
1996-03-02,Staff,18
1996-03-02,Technique Leader,3
1996-03-03,Assistant Engineer,1
1996-03-03,Engineer,13
1996-03-03,Senior Engineer,30
1996-03-03,Senior Staff,25
1996-03-03,Staff,14
1996-03-03,Technique Leader,1
1996-03-04,Assistant Engineer,3
1996-03-04,Engineer,11
1996-03-04,Senior Engineer,24
1996-03-04,Senior Staff,18
1996-03-04,Staff,13
1996-03-04,Technique Leader,3
1996-03-05,Assistant Engineer,2
1996-03-05,Engineer,10
1996-03-05,Senior Engineer,25
1996-03-05,Senior Staff,26
1996-03-05,Staff,16
1996-03-05,Technique Leader,2
1996-03-06,Assistant Engineer,6
1996-03-06,Engineer,12
1996-03-06,Senior Engineer,28
1996-03-06,Senior Staff,17
1996-03-06,Staff,10
1996-03-06,Technique Leader,3
1996-03-07,Engineer,17
1996-03-07,Senior Engineer,20
1996-03-07,Senior Staff,24
1996-03-07,Staff,6
1996-03-07,Technique Leader,1
1996-03-08,Assistant Engineer,3
1996-03-08,Engineer,22
1996-03-08,Senior Engineer,22
1996-03-08,Senior Staff,17
1996-03-08,Staff,12
1996-03-08,Technique Leader,1
1996-03-09,Engineer,15
1996-03-09,Senior Engineer,21
1996-03-09,Senior Staff,23
1996-03-09,Staff,16
1996-03-09,Technique Leader,1
1996-03-10,Assistant Engineer,2
1996-03-10,Engineer,18
1996-03-10,Senior Engineer,26
1996-03-10,Senior Staff,23
1996-03-10,Staff,15
1996-03-10,Technique Leader,4
1996-03-11,Assistant Engineer,3
1996-03-11,Engineer,22
1996-03-11,Senior Engineer,12
1996-03-11,Senior Staff,23
1996-03-11,Staff,15
1996-03-11,Technique Leader,6
1996-03-12,Assistant Engineer,3
1996-03-12,Engineer,15
1996-03-12,Senior Engineer,24
1996-03-12,Senior Staff,16
1996-03-12,Staff,16
1996-03-12,Technique Leader,2
1996-03-13,Assistant Engineer,4
1996-03-13,Engineer,17
1996-03-13,Senior Engineer,22
1996-03-13,Senior Staff,25
1996-03-13,Staff,10
1996-03-13,Technique Leader,5
1996-03-14,Assistant Engineer,2
1996-03-14,Engineer,13
1996-03-14,Senior Engineer,27
1996-03-14,Senior Staff,17
1996-03-14,Staff,10
1996-03-14,Technique Leader,1
1996-03-15,Assistant Engineer,2
1996-03-15,Engineer,13
1996-03-15,Senior Engineer,33
1996-03-15,Senior Staff,15
1996-03-15,Staff,14
1996-03-15,Technique Leader,4
1996-03-16,Assistant Engineer,3
1996-03-16,Engineer,11
1996-03-16,Senior Engineer,32
1996-03-16,Senior Staff,19
1996-03-16,Staff,13
1996-03-16,Technique Leader,1
1996-03-17,Assistant Engineer,2
1996-03-17,Engineer,13
1996-03-17,Senior Engineer,34
1996-03-17,Senior Staff,25
1996-03-17,Staff,13
1996-03-17,Technique Leader,4
1996-03-18,Assistant Engineer,2
1996-03-18,Engineer,10
1996-03-18,Senior Engineer,27
1996-03-18,Senior Staff,27
1996-03-18,Staff,17
1996-03-18,Technique Leader,2
1996-03-19,Assistant Engineer,1
1996-03-19,Engineer,14
1996-03-19,Senior Engineer,22
1996-03-19,Senior Staff,18
1996-03-19,Staff,9
1996-03-19,Technique Leader,8
1996-03-20,Assistant Engineer,2
1996-03-20,Engineer,18
1996-03-20,Senior Engineer,30
1996-03-20,Senior Staff,19
1996-03-20,Staff,7
1996-03-20,Technique Leader,1
1996-03-21,Assistant Engineer,4
1996-03-21,Engineer,11
1996-03-21,Senior Engineer,26
1996-03-21,Senior Staff,28
1996-03-21,Staff,14
1996-03-21,Technique Leader,1
1996-03-22,Assistant Engineer,2
1996-03-22,Engineer,15
1996-03-22,Senior Engineer,21
1996-03-22,Senior Staff,23
1996-03-22,Staff,7
1996-03-22,Technique Leader,4
1996-03-23,Assistant Engineer,2
1996-03-23,Engineer,15
1996-03-23,Senior Engineer,13
1996-03-23,Senior Staff,26
1996-03-23,Staff,8
1996-03-23,Technique Leader,2
1996-03-24,Assistant Engineer,1
1996-03-24,Engineer,21
1996-03-24,Senior Engineer,20
1996-03-24,Senior Staff,29
1996-03-24,Staff,14
1996-03-24,Technique Leader,4
1996-03-25,Assistant Engineer,1
1996-03-25,Engineer,18
1996-03-25,Senior Engineer,29
1996-03-25,Senior Staff,31
1996-03-25,Staff,11
1996-03-25,Technique Leader,1
1996-03-26,Assistant Engineer,1
1996-03-26,Engineer,13
1996-03-26,Senior Engineer,27
1996-03-26,Senior Staff,23
1996-03-26,Staff,11
1996-03-26,Technique Leader,1
1996-03-27,Engineer,18
1996-03-27,Senior Engineer,31
1996-03-27,Senior Staff,24
1996-03-27,Staff,13
1996-03-27,Technique Leader,2
1996-03-28,Assistant Engineer,4
1996-03-28,Engineer,11
1996-03-28,Senior Engineer,26
1996-03-28,Senior Staff,21
1996-03-28,Staff,11
1996-03-28,Technique Leader,6
1996-03-29,Assistant Engineer,1
1996-03-29,Engineer,17
1996-03-29,Senior Engineer,11
1996-03-29,Senior Staff,19
1996-03-29,Staff,16
1996-03-29,Technique Leader,3
1996-03-30,Engineer,15
1996-03-30,Senior Engineer,31
1996-03-30,Senior Staff,19
1996-03-30,Staff,14
1996-03-30,Technique Leader,5
1996-03-31,Assistant Engineer,1
1996-03-31,Engineer,9
1996-03-31,Senior Engineer,22
1996-03-31,Senior Staff,25
1996-03-31,Staff,10
1996-03-31,Technique Leader,4
1996-04-01,Assistant Engineer,3
1996-04-01,Engineer,15
1996-04-01,Senior Engineer,21
1996-04-01,Senior Staff,18
1996-04-01,Staff,14
1996-04-01,Technique Leader,5
1996-04-02,Assistant Engineer,2
1996-04-02,Engineer,12
1996-04-02,Senior Engineer,30
1996-04-02,Senior Staff,25
1996-04-02,Staff,13
1996-04-02,Technique Leader,1
1996-04-03,Assistant Engineer,2
1996-04-03,Engineer,10
1996-04-03,Senior Engineer,23
1996-04-03,Senior Staff,24
1996-04-03,Staff,12
1996-04-03,Technique Leader,4
1996-04-04,Assistant Engineer,4
1996-04-04,Engineer,13
1996-04-04,Senior Engineer,22
1996-04-04,Senior Staff,30
1996-04-04,Staff,13
1996-04-04,Technique Leader,8
1996-04-05,Assistant Engineer,3
1996-04-05,Engineer,14
1996-04-05,Senior Engineer,15
1996-04-05,Senior Staff,24
1996-04-05,Staff,8
1996-04-06,Assistant Engineer,2
1996-04-06,Engineer,15
1996-04-06,Senior Engineer,25
1996-04-06,Senior Staff,22
1996-04-06,Staff,15
1996-04-06,Technique Leader,4
1996-04-07,Assistant Engineer,2
1996-04-07,Engineer,18
1996-04-07,Senior Engineer,5
1996-04-07,Senior Staff,6
1996-04-07,Staff,18
1996-04-07,Technique Leader,2
1996-04-08,Engineer,22
1996-04-08,Senior Engineer,23
